Breakpoint 1 at 0x411854
Starting program: /challenge/integration-cimg-screenshot-win < exploit.cimg

Breakpoint 1, 0x0000000000411854 in handle_1337 ()
Dump of assembler code for function win:
   0x0000000000401576 <+0>:	endbr64
   0x0000000000401c6b <+1781>:	movsxd rdx,eax
   0x0000000000401c6e <+1784>:	mov    rsi,rbp
   0x0000000000401c71 <+1787>:	mov    edi,0x1
   0x0000000000401c76 <+1792>:	call   0x4011a0 <write@plt>
   0x0000000000401c7b <+1797>:	lea    rdi,[rip+0x104d2]        # 0x412154
   0x0000000000401c82 <+1804>:	call   0x401190 <puts@plt>
   0x0000000000401c87 <+1809>:	lea    rdi,[rip+0x10376]        # 0x412004
   0x0000000000401c8e <+1816>:	xor    esi,esi
   0x0000000000401c90 <+1818>:	xor    eax,eax
   0x0000000000401c92 <+1820>:	call   0x401250 <open@plt>
   0x0000000000401c97 <+1825>:	mov    edi,eax
   0x0000000000401c99 <+1827>:	test   eax,eax
   0x0000000000401c9b <+1829>:	jns    0x401cd1 <win+1883>
   0x0000000000401c9d <+1831>:	call   0x401180 <__errno_location@plt>
   0x0000000000401ca2 <+1836>:	mov    edi,DWORD PTR [rax]
   0x0000000000401ca4 <+1838>:	call   0x401280 <strerror@plt>
   0x0000000000401ca9 <+1843>:	lea    rsi,[rip+0x1035a]        # 0x41200a
   0x0000000000401cb0 <+1850>:	mov    edi,0x1
   0x0000000000401cb5 <+1855>:	mov    rdx,rax
   0x0000000000401cb8 <+1858>:	xor    eax,eax
   0x0000000000401cba <+1860>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401cbf <+1865>:	call   0x4011e0 <geteuid@plt>
   0x0000000000401cc4 <+1870>:	test   eax,eax
   0x0000000000401cc6 <+1872>:	je     0x4015d9 <win+99>
   0x0000000000401ccc <+1878>:	jmp    0x4015c1 <win+75>
   0x0000000000401cd1 <+1883>:	mov    edx,0x100
   0x0000000000401cd6 <+1888>:	mov    rsi,rbp
   0x0000000000401cd9 <+1891>:	call   0x401200 <read@plt>
   0x0000000000401cde <+1896>:	test   eax,eax
   0x0000000000401ce0 <+1898>:	jg     0x401d0c <win+1942>
   0x0000000000401ce2 <+1900>:	call   0x401180 <__errno_location@plt>
   0x0000000000401ce7 <+1905>:	mov    edi,DWORD PTR [rax]
   0x0000000000401ce9 <+1907>:	call   0x401280 <strerror@plt>
   0x0000000000401cee <+1912>:	mov    edi,0x1
   0x0000000000401cf3 <+1917>:	lea    rsi,[rip+0x103af]        # 0x4120a9
   0x0000000000401cfa <+1924>:	mov    rdx,rax
   0x0000000000401cfd <+1927>:	xor    eax,eax
   0x0000000000401cff <+1929>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401d04 <+1934>:	or     edi,0xffffffff
   0x0000000000401d07 <+1937>:	call   0x401260 <exit@plt>
   0x0000000000401d0c <+1942>:	movsxd rdx,eax
   0x0000000000401d0f <+1945>:	mov    rsi,rbp
   0x0000000000401d12 <+1948>:	mov    edi,0x1
   0x0000000000401d17 <+1953>:	call   0x4011a0 <write@plt>
   0x0000000000401d1c <+1958>:	lea    rdi,[rip+0x10431]        # 0x412154
   0x0000000000401d23 <+1965>:	call   0x401190 <puts@plt>
   0x0000000000401d28 <+1970>:	lea    rdi,[rip+0x102d5]        # 0x412004
   0x0000000000401d2f <+1977>:	xor    esi,esi
   0x0000000000401d31 <+1979>:	xor    eax,eax
   0x0000000000401d33 <+1981>:	call   0x401250 <open@plt>
   0x0000000000401d38 <+1986>:	mov    edi,eax
   0x0000000000401d3a <+1988>:	test   eax,eax
   0x0000000000401d3c <+1990>:	jns    0x401d72 <win+2044>
   0x0000000000401d3e <+1992>:	call   0x401180 <__errno_location@plt>
   0x0000000000401d43 <+1997>:	mov    edi,DWORD PTR [rax]
   0x0000000000401d45 <+1999>:	call   0x401280 <strerror@plt>
   0x0000000000401d4a <+2004>:	lea    rsi,[rip+0x102b9]        # 0x41200a
   0x0000000000401d51 <+2011>:	mov    edi,0x1
   0x0000000000401d56 <+2016>:	mov    rdx,rax
   0x0000000000401d59 <+2019>:	xor    eax,eax
   0x0000000000401d5b <+2021>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401d60 <+2026>:	call   0x4011e0 <geteuid@plt>
   0x0000000000401d65 <+2031>:	test   eax,eax
   0x0000000000401d67 <+2033>:	je     0x4015d9 <win+99>
   0x0000000000401d6d <+2039>:	jmp    0x4015c1 <win+75>
   0x0000000000401d72 <+2044>:	mov    edx,0x100
   0x0000000000401d77 <+2049>:	mov    rsi,rbp
   0x0000000000401d7a <+2052>:	call   0x401200 <read@plt>
   0x0000000000401d7f <+2057>:	test   eax,eax
   0x0000000000401d81 <+2059>:	jg     0x401dad <win+2103>
   0x0000000000401d83 <+2061>:	call   0x401180 <__errno_location@plt>
   0x0000000000401d88 <+2066>:	mov    edi,DWORD PTR [rax]
   0x0000000000401d8a <+2068>:	call   0x401280 <strerror@plt>
   0x0000000000401d8f <+2073>:	mov    edi,0x1
   0x0000000000401d94 <+2078>:	lea    rsi,[rip+0x1030e]        # 0x4120a9
   0x0000000000401d9b <+2085>:	mov    rdx,rax
   0x0000000000401d9e <+2088>:	xor    eax,eax
   0x0000000000401da0 <+2090>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401da5 <+2095>:	or     edi,0xffffffff
   0x0000000000401da8 <+2098>:	call   0x401260 <exit@plt>
   0x0000000000401dad <+2103>:	movsxd rdx,eax
   0x0000000000401db0 <+2106>:	mov    rsi,rbp
   0x0000000000401db3 <+2109>:	mov    edi,0x1
   0x0000000000401db8 <+2114>:	call   0x4011a0 <write@plt>
   0x0000000000401dbd <+2119>:	lea    rdi,[rip+0x10390]        # 0x412154
   0x0000000000401dc4 <+2126>:	call   0x401190 <puts@plt>
   0x0000000000401dc9 <+2131>:	lea    rdi,[rip+0x10234]        # 0x412004
   0x0000000000401dd0 <+2138>:	xor    esi,esi
   0x0000000000401dd2 <+2140>:	xor    eax,eax
   0x0000000000401dd4 <+2142>:	call   0x401250 <open@plt>
   0x0000000000401dd9 <+2147>:	mov    edi,eax
   0x0000000000401ddb <+2149>:	test   eax,eax
   0x0000000000401ddd <+2151>:	jns    0x401e13 <win+2205>
   0x0000000000401ddf <+2153>:	call   0x401180 <__errno_location@plt>
   0x0000000000401de4 <+2158>:	mov    edi,DWORD PTR [rax]
   0x0000000000401de6 <+2160>:	call   0x401280 <strerror@plt>
   0x0000000000401deb <+2165>:	lea    rsi,[rip+0x10218]        # 0x41200a
   0x0000000000401df2 <+2172>:	mov    edi,0x1
   0x0000000000401df7 <+2177>:	mov    rdx,rax
   0x0000000000401dfa <+2180>:	xor    eax,eax
   0x0000000000401dfc <+2182>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401e01 <+2187>:	call   0x4011e0 <geteuid@plt>
   0x0000000000401e06 <+2192>:	test   eax,eax
   0x0000000000401e08 <+2194>:	je     0x4015d9 <win+99>
   0x0000000000401e0e <+2200>:	jmp    0x4015c1 <win+75>
   0x0000000000401e13 <+2205>:	mov    edx,0x100
   0x0000000000401e18 <+2210>:	mov    rsi,rbp
   0x0000000000401e1b <+2213>:	call   0x401200 <read@plt>
   0x0000000000401e20 <+2218>:	test   eax,eax
   0x0000000000401e22 <+2220>:	jg     0x401e4e <win+2264>
   0x0000000000401e24 <+2222>:	call   0x401180 <__errno_location@plt>
   0x0000000000401e29 <+2227>:	mov    edi,DWORD PTR [rax]
   0x0000000000401e2b <+2229>:	call   0x401280 <strerror@plt>
   0x0000000000401e30 <+2234>:	mov    edi,0x1
   0x0000000000401e35 <+2239>:	lea    rsi,[rip+0x1026d]        # 0x4120a9
   0x0000000000401e3c <+2246>:	mov    rdx,rax
   0x0000000000401e3f <+2249>:	xor    eax,eax
   0x0000000000401e41 <+2251>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401e46 <+2256>:	or     edi,0xffffffff
   0x0000000000401e49 <+2259>:	call   0x401260 <exit@plt>
   0x0000000000401e4e <+2264>:	movsxd rdx,eax
   0x0000000000401e51 <+2267>:	mov    rsi,rbp
   0x0000000000401e54 <+2270>:	mov    edi,0x1
   0x0000000000401e59 <+2275>:	call   0x4011a0 <write@plt>
   0x0000000000401e5e <+2280>:	lea    rdi,[rip+0x102ef]        # 0x412154
   0x0000000000401e65 <+2287>:	call   0x401190 <puts@plt>
   0x0000000000401e6a <+2292>:	lea    rdi,[rip+0x10193]        # 0x412004
   0x0000000000401e71 <+2299>:	xor    esi,esi
   0x0000000000401e73 <+2301>:	xor    eax,eax
   0x0000000000401e75 <+2303>:	call   0x401250 <open@plt>
   0x0000000000401e7a <+2308>:	mov    edi,eax
   0x0000000000401e7c <+2310>:	test   eax,eax
   0x0000000000401e7e <+2312>:	jns    0x401eb4 <win+2366>
   0x0000000000401e80 <+2314>:	call   0x401180 <__errno_location@plt>
   0x0000000000401e85 <+2319>:	mov    edi,DWORD PTR [rax]
   0x0000000000401e87 <+2321>:	call   0x401280 <strerror@plt>
   0x0000000000401e8c <+2326>:	lea    rsi,[rip+0x10177]        # 0x41200a
   0x0000000000401e93 <+2333>:	mov    edi,0x1
   0x0000000000401e98 <+2338>:	mov    rdx,rax
   0x0000000000401e9b <+2341>:	xor    eax,eax
   0x0000000000401e9d <+2343>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401ea2 <+2348>:	call   0x4011e0 <geteuid@plt>
   0x0000000000401ea7 <+2353>:	test   eax,eax
   0x0000000000401ea9 <+2355>:	je     0x4015d9 <win+99>
   0x0000000000401eaf <+2361>:	jmp    0x4015c1 <win+75>
   0x0000000000401eb4 <+2366>:	mov    edx,0x100
   0x0000000000401eb9 <+2371>:	mov    rsi,rbp
   0x0000000000401ebc <+2374>:	call   0x401200 <read@plt>
   0x0000000000401ec1 <+2379>:	test   eax,eax
   0x0000000000401ec3 <+2381>:	jg     0x401eef <win+2425>
   0x0000000000401ec5 <+2383>:	call   0x401180 <__errno_location@plt>
   0x0000000000401eca <+2388>:	mov    edi,DWORD PTR [rax]
   0x0000000000401ecc <+2390>:	call   0x401280 <strerror@plt>
   0x0000000000401ed1 <+2395>:	mov    edi,0x1
   0x0000000000401ed6 <+2400>:	lea    rsi,[rip+0x101cc]        # 0x4120a9
   0x0000000000401edd <+2407>:	mov    rdx,rax
   0x0000000000401ee0 <+2410>:	xor    eax,eax
   0x0000000000401ee2 <+2412>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401ee7 <+2417>:	or     edi,0xffffffff
   0x0000000000401eea <+2420>:	call   0x401260 <exit@plt>
   0x0000000000401eef <+2425>:	movsxd rdx,eax
   0x0000000000401ef2 <+2428>:	mov    rsi,rbp
   0x0000000000401ef5 <+2431>:	mov    edi,0x1
   0x0000000000401efa <+2436>:	call   0x4011a0 <write@plt>
   0x0000000000401eff <+2441>:	lea    rdi,[rip+0x1024e]        # 0x412154
   0x0000000000401f06 <+2448>:	call   0x401190 <puts@plt>
   0x0000000000401f0b <+2453>:	lea    rdi,[rip+0x100f2]        # 0x412004
   0x0000000000401f12 <+2460>:	xor    esi,esi
   0x0000000000401f14 <+2462>:	xor    eax,eax
   0x0000000000401f16 <+2464>:	call   0x401250 <open@plt>
   0x0000000000401f1b <+2469>:	mov    edi,eax
   0x0000000000401f1d <+2471>:	test   eax,eax
   0x0000000000401f1f <+2473>:	jns    0x401f55 <win+2527>
   0x0000000000401f21 <+2475>:	call   0x401180 <__errno_location@plt>
   0x0000000000401f26 <+2480>:	mov    edi,DWORD PTR [rax]
   0x0000000000401f28 <+2482>:	call   0x401280 <strerror@plt>
   0x0000000000401f2d <+2487>:	lea    rsi,[rip+0x100d6]        # 0x41200a
   0x0000000000401f34 <+2494>:	mov    edi,0x1
   0x0000000000401f39 <+2499>:	mov    rdx,rax
   0x0000000000401f3c <+2502>:	xor    eax,eax
   0x0000000000401f3e <+2504>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401f43 <+2509>:	call   0x4011e0 <geteuid@plt>
   0x0000000000401f48 <+2514>:	test   eax,eax
   0x0000000000401f4a <+2516>:	je     0x4015d9 <win+99>
   0x0000000000401f50 <+2522>:	jmp    0x4015c1 <win+75>
   0x0000000000401f55 <+2527>:	mov    edx,0x100
   0x0000000000401f5a <+2532>:	mov    rsi,rbp
   0x0000000000401f5d <+2535>:	call   0x401200 <read@plt>
   0x0000000000401f62 <+2540>:	test   eax,eax
   0x0000000000401f64 <+2542>:	jg     0x401f90 <win+2586>
   0x0000000000401f66 <+2544>:	call   0x401180 <__errno_location@plt>
   0x0000000000401f6b <+2549>:	mov    edi,DWORD PTR [rax]
   0x0000000000401f6d <+2551>:	call   0x401280 <strerror@plt>
   0x0000000000401f72 <+2556>:	mov    edi,0x1
   0x0000000000401f77 <+2561>:	lea    rsi,[rip+0x1012b]        # 0x4120a9
   0x0000000000401f7e <+2568>:	mov    rdx,rax
   0x0000000000401f81 <+2571>:	xor    eax,eax
   0x0000000000401f83 <+2573>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401f88 <+2578>:	or     edi,0xffffffff
   0x0000000000401f8b <+2581>:	call   0x401260 <exit@plt>
   0x0000000000401f90 <+2586>:	movsxd rdx,eax
   0x0000000000401f93 <+2589>:	mov    rsi,rbp
   0x0000000000401f96 <+2592>:	mov    edi,0x1
   0x0000000000401f9b <+2597>:	call   0x4011a0 <write@plt>
   0x0000000000401fa0 <+2602>:	lea    rdi,[rip+0x101ad]        # 0x412154
   0x0000000000401fa7 <+2609>:	call   0x401190 <puts@plt>
   0x0000000000401fac <+2614>:	lea    rdi,[rip+0x10051]        # 0x412004
   0x0000000000401fb3 <+2621>:	xor    esi,esi
   0x0000000000401fb5 <+2623>:	xor    eax,eax
   0x0000000000401fb7 <+2625>:	call   0x401250 <open@plt>
   0x0000000000401fbc <+2630>:	mov    edi,eax
   0x0000000000401fbe <+2632>:	test   eax,eax
   0x0000000000401fc0 <+2634>:	jns    0x401ff6 <win+2688>
   0x0000000000401fc2 <+2636>:	call   0x401180 <__errno_location@plt>
   0x0000000000401fc7 <+2641>:	mov    edi,DWORD PTR [rax]
   0x0000000000401fc9 <+2643>:	call   0x401280 <strerror@plt>
   0x0000000000401fce <+2648>:	lea    rsi,[rip+0x10035]        # 0x41200a
   0x0000000000401fd5 <+2655>:	mov    edi,0x1
   0x0000000000401fda <+2660>:	mov    rdx,rax
   0x0000000000401fdd <+2663>:	xor    eax,eax
   0x0000000000401fdf <+2665>:	call   0x401230 <__printf_chk@plt>
   0x0000000000401fe4 <+2670>:	call   0x4011e0 <geteuid@plt>
   0x0000000000401fe9 <+2675>:	test   eax,eax
   0x0000000000401feb <+2677>:	je     0x4015d9 <win+99>
   0x0000000000401ff1 <+2683>:	jmp    0x4015c1 <win+75>
   0x0000000000401ff6 <+2688>:	mov    edx,0x100
   0x0000000000401ffb <+2693>:	mov    rsi,rbp
   0x0000000000401ffe <+2696>:	call   0x401200 <read@plt>
   0x0000000000402003 <+2701>:	test   eax,eax
   0x0000000000402005 <+2703>:	jg     0x402031 <win+2747>
   0x0000000000402007 <+2705>:	call   0x401180 <__errno_location@plt>
   0x000000000040200c <+2710>:	mov    edi,DWORD PTR [rax]
   0x000000000040200e <+2712>:	call   0x401280 <strerror@plt>
   0x0000000000402013 <+2717>:	mov    edi,0x1
   0x0000000000402018 <+2722>:	lea    rsi,[rip+0x1008a]        # 0x4120a9
   0x000000000040201f <+2729>:	mov    rdx,rax
   0x0000000000402022 <+2732>:	xor    eax,eax
   0x0000000000402024 <+2734>:	call   0x401230 <__printf_chk@plt>
   0x0000000000402029 <+2739>:	or     edi,0xffffffff
   0x000000000040202c <+2742>:	call   0x401260 <exit@plt>
   0x0000000000402031 <+2747>:	movsxd rdx,eax
   0x0000000000402034 <+2750>:	mov    rsi,rbp
   0x0000000000402037 <+2753>:	mov    edi,0x1
   0x000000000040203c <+2758>:	call   0x4011a0 <write@plt>
   0x0000000000402041 <+2763>:	lea    rdi,[rip+0x1010c]        # 0x412154
   0x0000000000402048 <+2770>:	call   0x401190 <puts@plt>
   0x000000000040204d <+2775>:	lea    rdi,[rip+0xffb0]        # 0x412004
   0x0000000000402054 <+2782>:	xor    esi,esi
   0x0000000000402056 <+2784>:	xor    eax,eax
   0x0000000000402058 <+2786>:	call   0x401250 <open@plt>
   0x000000000040205d <+2791>:	mov    edi,eax
   0x000000000040205f <+2793>:	test   eax,eax
   0x0000000000402061 <+2795>:	jns    0x402097 <win+2849>
   0x0000000000402063 <+2797>:	call   0x401180 <__errno_location@plt>
   0x0000000000402068 <+2802>:	mov    edi,DWORD PTR [rax]
   0x000000000040206a <+2804>:	call   0x401280 <strerror@plt>
   0x000000000040206f <+2809>:	lea    rsi,[rip+0xff94]        # 0x41200a
   0x0000000000402076 <+2816>:	mov    edi,0x1
   0x000000000040207b <+2821>:	mov    rdx,rax
   0x000000000040207e <+2824>:	xor    eax,eax
   0x0000000000402080 <+2826>:	call   0x401230 <__printf_chk@plt>
   0x0000000000402085 <+2831>:	call   0x4011e0 <geteuid@plt>
   0x000000000040208a <+2836>:	test   eax,eax
   0x000000000040208c <+2838>:	je     0x4015d9 <win+99>
   0x0000000000402092 <+2844>:	jmp    0x4015c1 <win+75>
   0x0000000000402097 <+2849>:	mov    edx,0x100
   0x000000000040209c <+2854>:	mov    rsi,rbp
   0x000000000040209f <+2857>:	call   0x401200 <read@plt>
   0x00000000004020a4 <+2862>:	test   eax,eax
   0x00000000004020a6 <+2864>:	jg     0x4020d2 <win+2908>
   0x00000000004020a8 <+2866>:	call   0x401180 <__errno_location@plt>
   0x00000000004020ad <+2871>:	mov    edi,DWORD PTR [rax]
   0x00000000004020af <+2873>:	call   0x401280 <strerror@plt>
   0x00000000004020b4 <+2878>:	mov    edi,0x1
   0x00000000004020b9 <+2883>:	lea    rsi,[rip+0xffe9]        # 0x4120a9
   0x00000000004020c0 <+2890>:	mov    rdx,rax
   0x00000000004020c3 <+2893>:	xor    eax,eax
   0x00000000004020c5 <+2895>:	call   0x401230 <__printf_chk@plt>
   0x00000000004020ca <+2900>:	or     edi,0xffffffff
   0x00000000004020cd <+2903>:	call   0x401260 <exit@plt>
   0x00000000004020d2 <+2908>:	movsxd rdx,eax
   0x00000000004020d5 <+2911>:	mov    rsi,rbp
   0x00000000004020d8 <+2914>:	mov    edi,0x1
   0x00000000004020dd <+2919>:	call   0x4011a0 <write@plt>
   0x00000000004020e2 <+2924>:	lea    rdi,[rip+0x1006b]        # 0x412154
   0x00000000004020e9 <+2931>:	call   0x401190 <puts@plt>
   0x00000000004020ee <+2936>:	lea    rdi,[rip+0xff0f]        # 0x412004
   0x00000000004020f5 <+2943>:	xor    esi,esi
   0x00000000004020f7 <+2945>:	xor    eax,eax
   0x00000000004020f9 <+2947>:	call   0x401250 <open@plt>
   0x00000000004020fe <+2952>:	mov    edi,eax
   0x0000000000402100 <+2954>:	test   eax,eax
   0x0000000000402102 <+2956>:	jns    0x402138 <win+3010>
   0x0000000000402104 <+2958>:	call   0x401180 <__errno_location@plt>
   0x0000000000402109 <+2963>:	mov    edi,DWORD PTR [rax]
   0x000000000040210b <+2965>:	call   0x401280 <strerror@plt>
   0x0000000000402110 <+2970>:	lea    rsi,[rip+0xfef3]        # 0x41200a
   0x0000000000402117 <+2977>:	mov    edi,0x1
   0x000000000040211c <+2982>:	mov    rdx,rax
   0x000000000040211f <+2985>:	xor    eax,eax
   0x0000000000402121 <+2987>:	call   0x401230 <__printf_chk@plt>
   0x0000000000402126 <+2992>:	call   0x4011e0 <geteuid@plt>
   0x000000000040212b <+2997>:	test   eax,eax
   0x000000000040212d <+2999>:	je     0x4015d9 <win+99>
   0x0000000000402133 <+3005>:	jmp    0x4015c1 <win+75>
   0x0000000000402138 <+3010>:	mov    edx,0x100
   0x000000000040213d <+3015>:	mov    rsi,rbp
   0x0000000000402140 <+3018>:	call   0x401200 <read@plt>
   0x0000000000402145 <+3023>:	test   eax,eax
   0x0000000000402147 <+3025>:	jg     0x402173 <win+3069>
   0x0000000000402149 <+3027>:	call   0x401180 <__errno_location@plt>
   0x000000000040214e <+3032>:	mov    edi,DWORD PTR [rax]
   0x0000000000402150 <+3034>:	call   0x401280 <strerror@plt>
   0x0000000000402155 <+3039>:	mov    edi,0x1
   0x000000000040215a <+3044>:	lea    rsi,[rip+0xff48]        # 0x4120a9
   0x0000000000402161 <+3051>:	mov    rdx,rax
   0x0000000000402164 <+3054>:	xor    eax,eax
   0x0000000000402166 <+3056>:	call   0x401230 <__printf_chk@plt>
   0x000000000040216b <+3061>:	or     edi,0xffffffff
   0x000000000040216e <+3064>:	call   0x401260 <exit@plt>
   0x0000000000402173 <+3069>:	movsxd rdx,eax
   0x0000000000402176 <+3072>:	mov    rsi,rbp
   0x0000000000402179 <+3075>:	mov    edi,0x1
   0x000000000040217e <+3080>:	call   0x4011a0 <write@plt>
   0x0000000000402183 <+3085>:	lea    rdi,[rip+0xffca]        # 0x412154
   0x000000000040218a <+3092>:	call   0x401190 <puts@plt>
   0x000000000040218f <+3097>:	lea    rdi,[rip+0xfe6e]        # 0x412004
   0x0000000000402196 <+3104>:	xor    esi,esi
   0x0000000000402198 <+3106>:	xor    eax,eax
   0x000000000040219a <+3108>:	call   0x401250 <open@plt>
   0x000000000040219f <+3113>:	mov    edi,eax
   0x00000000004021a1 <+3115>:	test   eax,eax
   0x00000000004021a3 <+3117>:	jns    0x4021d9 <win+3171>
   0x00000000004021a5 <+3119>:	call   0x401180 <__errno_location@plt>
   0x00000000004021aa <+3124>:	mov    edi,DWORD PTR [rax]
   0x00000000004021ac <+3126>:	call   0x401280 <strerror@plt>
   0x00000000004021b1 <+3131>:	lea    rsi,[rip+0xfe52]        # 0x41200a
   0x00000000004021b8 <+3138>:	mov    edi,0x1
   0x00000000004021bd <+3143>:	mov    rdx,rax
   0x00000000004021c0 <+3146>:	xor    eax,eax
   0x00000000004021c2 <+3148>:	call   0x401230 <__printf_chk@plt>
   0x00000000004021c7 <+3153>:	call   0x4011e0 <geteuid@plt>
   0x00000000004021cc <+3158>:	test   eax,eax
   0x00000000004021ce <+3160>:	je     0x4015d9 <win+99>
   0x00000000004021d4 <+3166>:	jmp    0x4015c1 <win+75>
   0x00000000004021d9 <+3171>:	mov    edx,0x100
   0x00000000004021de <+3176>:	mov    rsi,rbp
   0x00000000004021e1 <+3179>:	call   0x401200 <read@plt>
   0x00000000004021e6 <+3184>:	test   eax,eax
   0x00000000004021e8 <+3186>:	jg     0x402214 <win+3230>
   0x00000000004021ea <+3188>:	call   0x401180 <__errno_location@plt>
   0x00000000004021ef <+3193>:	mov    edi,DWORD PTR [rax]
   0x00000000004021f1 <+3195>:	call   0x401280 <strerror@plt>
   0x00000000004021f6 <+3200>:	mov    edi,0x1
   0x00000000004021fb <+3205>:	lea    rsi,[rip+0xfea7]        # 0x4120a9
   0x0000000000402202 <+3212>:	mov    rdx,rax
   0x0000000000402205 <+3215>:	xor    eax,eax
   0x0000000000402207 <+3217>:	call   0x401230 <__printf_chk@plt>
   0x000000000040220c <+3222>:	or     edi,0xffffffff
   0x000000000040220f <+3225>:	call   0x401260 <exit@plt>
   0x0000000000402214 <+3230>:	mov    rbp,rsp
   0x0000000000402217 <+3233>:	movsxd rdx,eax
   0x000000000040221a <+3236>:	mov    edi,0x1
   0x000000000040221f <+3241>:	mov    rsi,rbp
   0x0000000000402222 <+3244>:	call   0x4011a0 <write@plt>
   0x0000000000402227 <+3249>:	lea    rdi,[rip+0xff26]        # 0x412154
   0x000000000040222e <+3256>:	call   0x401190 <puts@plt>
   0x0000000000402233 <+3261>:	lea    rdi,[rip+0xfdca]        # 0x412004
   0x000000000040223a <+3268>:	xor    esi,esi
   0x000000000040223c <+3270>:	xor    eax,eax
   0x000000000040223e <+3272>:	call   0x401250 <open@plt>
   0x0000000000402243 <+3277>:	mov    edi,eax
